AQW00061705         770C
USC00455840         419S
USC00455844         334R
USC00455946         385S
USC00456011         411R
USC00456039         373R
USC00456096         424S
USC00456215         389R
USC00456262         409S
USC00456295         416S
USC00456534         341C
USC00456610         373R
USC00456624         449R
USC00456678         451R
USC00456747         457R
USC00456768         421R
USC00456789         370S
USC00456803         423R
USC00456846         403R
USC00456880         395S
USC00456898         306R
USC00456914         394C
USC00456974         318S
USC00457015         422S
USC00457059         366C
USC00457180         354R
USC00457185         411S
USC00457267         371S
USC00457319         414R
USC00457342         341R
USC00457507         432S
USC00457522         351R
USC00457544         400S
USC00457584         410R
USC00457657         377Q
USC00457696         368R
USC00457727         397R
USC00457773         429S
USC00457941         352R
USC00458034         423S
USC00458059         387S
USC00458207         400S
USC00458278         453S
USC00458520         374R
USC00458715         393S
USC00458773         419S
USC00458959         398S
USC00459012         357R
USC00459058         322R
USC00459074         421S
USC00459079         389R
USC00459200         384S
USC00459238         339S
USC00459376         324S
USC00459455         383Q
USC00459463         413R
USC00460102         396Q
USC00460202         429R
USC00460355         392R
USC00460509         362R
USC00460527         353S
USC00460580         384S
USC00460633         382R
USC00460925         397R
USC00460939         438R
USC00461215         377S
USC00461220         392S
USC00461290         376Q
USC00461324         413R
USC00461330         399R
USC00461393         359R
USC00461397         339R
USC00461579         422R
USC00461677         412S
USC00461723         425R
USC00461900         382Q
USC00462054         396R
USC00462211         366Q
USC00462462         410Q
USC00462522         448R
USC00462697         411Q
USC00462709         437R
USC00462920         431S
USC00463072         420R
USC00463215         396R
USC00463251         350Q
USC00463361         424S
USC00463464         339R
USC00463544         419S
USC00463648         407Q
USC00463798         393R
USC00463846         414R
USC00463940         400Q
USC00464200         436S
USC00464397         450R
USC00464763         405R
USC00464840         403R
USC00464956         403R
USC00464971         349Q
USC00465224         382R
USC00465353         454R
USC00465365         455S
USC00465453         382Q
USC00465563         442S
USC00465626         380S
USC00465672         333R
USC00465706         414Q
USC00465739         378R
USC00465875         382R
USC00465963         393S
USC00466163         401S
USC00466212         419S
USC00466248         420R
USC00466284         394Q
USC00466325         407R
USC00466442         410R
USC00466591         417S
USC00466600         418R
USC00466867         387S
USC00466912         420Q
USC00466952         403R
USC00466982         404Q
USC00466989         404R
USC00467018         430R
USC00467029         428S
USC00467372         414Q
USC00467513         399R
USC00467552         433S
USC00467649         418R
USC00467730         399S
USC00467785         400S
USC00467918         389R
USC00468051         362R
USC00468308         348S
USC00468351         398R
USC00468384         409S
USC00468522         404Q
USC00468589         375Q
USC00468614         402R
USC00468662         418R
USC00468777         402S
USC00468986         406R
USC00469011         400R
USC00469049         384Q
USC00469281         391S
USC00469333         420R
USC00469336         415R
USC00469436         416R
USC00469458         402R
USC00469482         426R
USC00469522         388S
USC00469610         455R
USC00469683         444S
USC00470045         373R
USC00470124         388S
USC00470175         337S
USC00470239         306R
USC00470265         370S
USC00470273         360S
USC00470287         351Q
USC00470308         329R
USC00470347         310Q
USC00470349         298R
USC00470382         331Q
USC00470516         345R
USC00470603         329R
USC00470645         361S
USC00470696         385S
USC00470742         345Q
USC00470773         316R
USC00470882         328S
USC00470904         333S
USC00470991         305R
USC00471044         325R
USC00471062         373Q
USC00471064         345R
USC00471078         365S
USC00471131         292R
USC00471205         359R
USC00471249         277R
USC00471280         375R
USC00471416         381S
USC00471568         359S
USC00471605         369Q
USC00471667         370Q
USC00471676         333S
USC00471840         359Q
USC00471847         290S
USC00471897         288R
USC00471923         321S
USC00471970         352R
USC00471978         318S
USC00472001         362R
USC00472055         351Q
USC00472165         356R
USC00472173         351R
USC00472240         305R
USC00472279         344Q
USC00472314         313R
USC00472556         344R
USC00472626         364Q
USC00472826         296R
USC00472839         367S
USC00472851         361Q
USC00472869         372S
USC00472889         289R
USC00472973         332Q
USC00473022         335R
USC00473038         389S
USC00473058         357S
USC00473116         363Q
USC00473174         299R
USC00473186         294S
USC00473268         354Q
USC00473271         349Q
USC00473332         288S
USC00473391         357Q
USC00473405         347R
USC00473453         354S
USC00473471         310R
USC00473511         294R
USC00473654         343S
USC00473661         366Q
USC00473698         320R
USC00473702         329Q
USC00473756         358S
USC00473800         309R
USC00473820         359Q
USC00474080         316S
USC00474108         374Q
USC00474174         405S
USC00474195         364R
USC00474373         367Q
USC00474391         298Q
USC00474457         391R
USC00474482         370R
USC00474523         307R
USC00474530         275Q
USC00474546         366C
USC00474582         305S
USC00474790         352Q
USC00474829         276R
USC00474894         338S
USC00474937         397S
USC00474953         318S
USC00475017         384S
USC00475091         362S
USC00475096         339Q
USC00475120         337S
USC00475164         329S
USC00475178         351S
USC00475189         363Q
USC00475255         320S
USC00475286         302S
USC00475335         330C
USC00475364         308S
USC00475474         391S
USC00475516         285R
USC00475525         298R
USC00475563         325S
USC00475573         376Q
USC00475581         350R
USC00475786         322S
USC00475808         319S
USC00475863         287R
USC00475932         338S
USC00476122         282R
USC00476200         371S
USC00476208         334S
USC00476330         376S
USC00476357         306S
USC00476380         374Q
USC00476398         305R
USC00476413         303R
USC00476510         317Q
USC00476646         365S
USC00476678         364S
USC00476718         364S
USC00476764         375S
USC00476772         308R
USC00476827         369S
USC00476838         361R
USC00476859         293S
USC00476922         407S
USC00476939         286R
USC00477052         370R
USC00477092         290S
USC00477113         310S
USC00477132         325S
USC00477142         307Q
USC00477158         342S
USC00477174         312S
USC00477209         355Q
USC00477226         326C
USC00477319         380R
USC00477349         313S
USC00477464         341S
USC00477480         299S
USC00477576         353Q
USC00477708         332C
USC00477725         388R
USC00477892         320S
USC00477964         394Q
USC00477997         349R
USC00478027         320S
USC00478110         328S
USC00478171         344C
USC00478190         314Q
USC00478229         367R
USC00478267         356S
USC00478316         364R
USC00478349         332S
USC00478376         322R
USC00478540         360Q
USC00478589         375S
USC00478672         371S
USC00478723         373R
USC00478827         344S
USC00478905         359S
USC00478910         372Q
USC00478919         366S
USC00478937         362R
USC00478951         338S
USC00479046         390R
USC00479050         355R
USC00479144         315R
USC00479190         366S
USC00479236         301R
USC00479304         306R
USC00479319         332S
USC00479335         341S
USC00480027         272R
USC00480080         346S
USC00480140         287R
USC00480270         309R
USC00480484         280S
USC00480540         312S
USC00480552         314S
USC00480603         236S
USC00480680         322Q
USC00480740         320S
USC00480761         275R
USC00480778         371S
USC00480865         188R
USC00480915         235R
USC00480951         189R
USC00481000         328S
USC00481131         294Q
USC00481165         332S
USC00481175         383R
USC00481220         221R
USC00481284         279R
USC00481547         321R
USC00481569         344Q
USC00481610         267R
USC00481676         338Q
USC00481730         330R
USC00481736         309R
USC00481775         291R
USC00481816         293S
USC00481840         347S
USC00481850         326R
USC00481855         315R
USC00481905         349S
USC00482054         202R
USC00482135         227Q
USC00482242         173R
USC00482375         148S
USC00482399         303Q
USC00482410         310R
USC00482415         293R
USC00482466         291S
USC00482580         309S
USC00482595         295R
USC00482680         292R
USC00482685         309R
USC00482715         261R
USC00482725         335S
USC00482881         313R
USC00482995         292S
USC00483031         314S
USC00483045         268R
USC00483100         281R
USC00483396         239S
USC00483582         234R
USC00483855         332S
USC00483936         295Q
USC00483950         343R
USC00484065         298R
USC00484080         295R
USC00484411         323S
USC00484442         317R
USC00484760         316R
USC00484910         241S
USC00484925         279R
USC00485055         307S
USC00485088         312R
USC00485105         222R
USC00485252         226R
USC00485260         342R
USC00485345         208R
USC00485374         335Q
USC00485392         250Q
USC00485435         266R
USC00485506         344S
USC00485612         318Q
USC00485770         315S
USC00485830         308R
USC00485833         343Q
USC00486120         269R
USC00486195         318R
USC00486428         227R
USC00486440         216S
USC00486555         290R
USC00486595         325R
USC00486660         343S
USC00486845         193S
USC00486852         303R
USC00487031         216Q
USC00487105         345Q
USC00487115         311R
USC00487200         328S
USC00487240         313R
USC00487260         213S
USC00487376         297R
USC00487388         303S
USC00487528         313Q
USC00487548         264R
USC00487555         322S
USC00487760         300R
USC00487810         290R
USC00487836         279Q
USC00487847         315Q
USC00487885         320Q
USC00487955         212R
USC00487990         299R
USC00488070         324R
USC00488124         308R
USC00488160         300S
USC00488192         199S
USC00488209         308Q
USC00488315         188R
USC00488385         233R
USC00488626         311Q
USC00488705         327S
USC00488758         239S
USC00488808         302R
USC00488852         352S
USC00488858         265S
USC00488875         336R
USC00488884         267Q
USC00488888         291R
USC00488995         321R
USC00488997         317R
USC00489025         210S
USC00489205         325S
USC00489208         290Q
USC00489459         276R
USC00489467         326R
USC00489580         316R
USC00489604         331R
USC00489615         352S
USC00489770         310S
USC00489805         314R
USC00489902         222Q
USC00489905         286R
USC00489925         341S
USC00500243         307S
USC00500247         272Q
USC00500275         301R
USC00500281         292Q
USC00500284         278Q
USC00500302         288R
USC00500363         340R
USC00500464         371S
USC00500490         176Q
USC00500657         400R
USC00500707         281R
USC00500788         308S
USC00501175         267Q
USC00501180         256Q
USC00501220         233Q
USC00501240         324S
USC00501243         159R
USC00501244         165Q
USC00501466         105R
USC00501492          59R
USC00501497         130Q
USC00501684          74R
USC00501926         222R
USC00501987          99Q
USC00502019         157R
USC00502107         188S
USC00502112         215S
USC00502126          59P
USC00502144         313R
USC00502149         260S
USC00502173         377R
USC00502227         408R
USC00502339         148R
USC00502350         159R
USC00502352         154R
USC00502457         282R
USC00502568         141R
USC00502587         358S
USC00502642         272Q
USC00502645         288Q
USC00502656         268R
USC00502707         181S
USC00502711         227Q
USC00502737         272Q
USC00502785         390R
USC00502868         222Q
USC00502870         146Q
USC00502871         135R
USC00502965         155R
USC00502970         187R
USC00503009         182R
USC00503160         216Q
USC00503163         276R
USC00503181         178Q
USC00503196         248Q
USC00503198         385R
USC00503212         166R
USC00503275         165R
USC00503294         349R
USC00503299         283S
USC00503304         151R
USC00503502         341R
USC00503504         292R
USC00503573         246R
USC00503585         201R
USC00503672         305S
USC00503682         297R
USC00503695         372R
USC00503720         284R
USC00503933         278R
USC00504094         380R
USC00504425         264R
USC00504550         273R
USC00504567         183Q
USC00504621         233R
USC00504812         349S
USC00504971         171Q
USC00504991         361Q
USC00505051         119R
USC00505136          75S
USC00505397         143R
USC00505464         260R
USC00505516         171Q
USC00505519         380S
USC00505604         329S
USC00505644         157Q
USC00505733         275S
USC00505757         169R
USC00505778         178R
USC00505880         160R
USC00505883         275R
USC00505894         279R
USC00506147         167S
USC00506581         162S
USC00506777         183R
USC00506853         349R
USC00506870         321R
USC00507097         155R
USC00507141         367R
USC00507352         258R
USC00507444         277R
USC00507502         295Q
USC00507513         143R
USC00507557         396R
USC00507570         274S
USC00507738         360R
USC00507780          59R
USC00507783         207R
USC00508140         162R
USC00508183         371R
USC00508375         259R
USC00508377         301R
USC00508409         165Q
USC00508470         178R
USC00508547         159R
USC00508594          83R
USC00508615         242Q
USC00508625         134R
USC00508884         216Q
USC00508915         260S
USC00508945         197R
USC00509313         129S
USC00509385         162R
USC00509460         317R
USC00509489         176R
USC00509641         183S
USC00509685         318Q
USC00509747         351Q
USC00509759         279R
USC00509790         223S
USC00509829         366S
USC00509861         232R
USC00509869         105R
USC00509891         144Q
USC00509919         390S
USC00510305         684R
USC00510746         596Q
USC00511004         457C
USC00511125         683R
USC00511303         528S
USC00511339         670Q
USC00511918         676S
USC00512558         665P
USC00512679         634R
USC00512751         624Q
USC00513099         511R
USC00513113         695R
USC00513117         709R
USC00513146         692Q
USC00513317         691R
USC00513911         701R
USC00514459         645R
USC00514500         688R
USC00514561         674Q
USC00515000         557S
USC00515004         549S
USC00515011         462R
USC00515177         683R
USC00515275         633R
USC00515710         677Q
USC00515758         683R
USC00515842         660S
USC00515864         680Q
USC00516128         668S
USC00516198         376R
USC00516588         655R
USC00517000         695R
USC00517131         675R
USC00517150         648Q
USC00517166         606S
USC00517312         621Q
USC00518055         662Q
USC00518155         634Q
USC00518165         658R
USC00518407         673R
USC00518422         665S
USC00518500         633R
USC00518549         673Q
USC00518600         670S
USC00518652         576R
USC00518830         693R
USC00518838         644R
USC00519281         682Q
USC00519397         697S
USC00519523         697S
USC00519603         654R
USC00519629         666R
USW00003013         367R
USW00003016         334R
USW00003017         363R
USW00003024         471R
USW00003026         364R
USW00003027         365R
USW00003028         386R
USW00003029         316Q
USW00003030         425R
USW00003031         522R
USW00003032         554R
USW00003047         509Q
USW00003048         428Q
USW00003054         411Q
USW00003055         410Q
USW00003060         321Q
USW00003061         383Q
USW00003062         259Q
USW00003063         340Q
USW00003067         384Q
USW00003072         493Q
USW00003074         411Q
USW00003102         531R
USW00003103         317R
USW00003104         547S
USW00003122         538R
USW00003124         502Q
USW00003125         613S
USW00003131         543R
USW00003144         579R
USW00003145         634R
USW00003154         500R
USW00003159         471R
USW00003160         493R
USW00003162         486R
USW00003164         412S
USW00003166         549R
USW00003167         567R
USW00003170         290R
USW00003171         529R
USW00003177         551R
USW00003178         520R
USW00003179         487R
USW00003184         602R
USW00003192         603Q
USW00003195         278R
USW00003196         480R
USW00003728         556Q
USW00003733         369Q
USW00003739         504Q
USW00003749         440Q
USW00003757         485Q
USW00003758         476Q
USW00003759         471Q
USW00003761         424Q
USW00003802         423R
USW00003804         436R
USW00003809         496R
USW00003810         483S
USW00003811         486S
USW00003812         449S
USW00003813         526S
USW00003816         473S
USW00003818         563R
USW00003820         510C
USW00003822         561C
USW00003841         474S
USW00003847         463S
USW00003849         460S
USW00003853         624R
USW00003855         590S
USW00003856         514C
USW00003859         461S
USW00003860         454S
USW00003866         525S
USW00003868         428R
USW00003870         505S
USW00003872         425C
USW00003878         522Q
USW00003881         489S
USW00003882         603R
USW00003887         427R
USW00003888         513R
USW00003889         471S
USW00003893         424R
USW00003894         468Q
USW00003901         544R
USW00003902         570Q
USW00003904         589S
USW00003919         449S
USW00003927         559S
USW00003928         460C
USW00003931         567Q
USW00003932         490R
USW00003933         573Q
USW00003935         460S
USW00003936         418R
USW00003937         591C
USW00003940         537C
USW00003945         445S
USW00003947         446C
USW00003949         550Q
USW00003950         499R
USW00003951         554S
USW00003952         533S
USW00003953         498R
USW00003954         497R
USW00003957         453R
USW00003959         468S
USW00003960         450R
USW00003962         520R
USW00003963         450R
USW00003965         481R
USW00003966         448R
USW00003967         455R
USW00003969         515S
USW00003971         556R
USW00003974         456R
USW00003975         476R
USW00003981         509R
USW00003991         523R
USW00003994         467R
USW00003996         535R
USW00003997         431R
USW00003998         464R
USW00003999         559R
USW00004109         400R
USW00004110         368R
USW00004111         311R
USW00004112         199R
USW00004113         395R
USW00004114         296R
USW00004125         395Q
USW00004126         323Q
USW00004127         355Q
USW00004128         317Q
USW00004130         306Q
USW00004131         224Q
USW00004134         406Q
USW00004136         323Q
USW00004137         251Q
USW00004138         339Q
USW00004139         317Q
USW00004140         282Q
USW00004141         416Q
USW00004201         417R
USW00004222         475Q
USW00004223         410Q
USW00004236         417Q
USW00004237         417Q
USW00004724         390Q
USW00004725         381S
USW00004726         397R
USW00004751         339S
USW00004780         383R
USW00004781         443S
USW00004787         378R
USW00004789         381R
USW00004803         304R
USW00004804         423R
USW00004808         377R
USW00004826         339R
USW00004836         301R
USW00004838         406R
USW00004839         415R
USW00004840         375R
USW00004841         359R
USW00004842         400R
USW00004843         401R
USW00004845         378R
USW00004846         403R
USW00004847         395R
USW00004848         415R
USW00004849         411R
USW00004850         418R
USW00004851         400R
USW00004852         407R
USW00004853         460R
USW00004854         331R
USW00004855         402R
USW00004857         399R
USW00004858         404R
USW00004990         345Q
USW00004994         274Q
USW00012812         632R
USW00012815         628S
USW00012816         578S
USW00012818         581R
USW00012819         624R
USW00012832         586S
USW00012833         566R
USW00012834         617C
USW00012835         655S
USW00012836         731C
USW00012838         628S
USW00012839         701S
USW00012841         642R
USW00012842         651S
USW00012843         642R
USW00012844         678S
USW00012849         714R
USW00012850         731S
USW00012854         628R
USW00012859         720R
USW00012871         641R
USW00012873         656R
USW00012876         636R
USW00012882         687R
USW00012883         627R
USW00012884         630R
USW00012885         686R
USW00012888         657R
USW00012894         645R
USW00012895         637R
USW00012896         731R
USW00012897         660Q
USW00012904         638R
USW00012912         596S
USW00012916         612S
USW00012917         597S
USW00012918         616S
USW00012919         654S
USW00012921         587S
USW00012923         653R
USW00012924         627C
USW00012925         626R
USW00012926         659S
USW00012928         618S
USW00012930         617R
USW00012932         614R
USW00012935         623S
USW00012944         629R
USW00012947         601R
USW00012957         666R
USW00012958         592S
USW00012959         653R
USW00012960         600S
USW00012962         569S
USW00012968         612Q
USW00012970         589R
USW00012971         574R
USW00012972         651R
USW00012975         605R
USW00012976         595R
USW00012977         591Q
USW00012987         624Q
USW00013301         419Q
USW00013701         463R
USW00013702         509R
USW00013713         518R
USW00013714         520R
USW00013721         485S
USW00013722         500S
USW00013723         491C
USW00013724         495S
USW00013728         485R
USW00013729         388C
USW00013733         441C
USW00013734         425S
USW00013735         437C
USW00013736         433S
USW00013737         521S
USW00013739         472C
USW00013740         481C
USW00013741         466S
USW00013743         496S
USW00013744         528C
USW00013745         587R
USW00013748         538C
USW00013750         536S
USW00013752         494Q
USW00013754         538S
USW00013762         500Q
USW00013764         466R
USW00013766         547R
USW00013769         507S
USW00013773         480R
USW00013776         514R
USW00013777         530R
USW00013779         495R
USW00013781         457C
USW00013782         606S
USW00013786         507R
USW00013802         459S
USW00013809         458R
USW00013810         479R
USW00013833         546R
USW00013837         554R
USW00013838         581R
USW00013839         552Q
USW00013841         423R
USW00013861         562R
USW00013865         513S
USW00013866         457S
USW00013867         441S
USW00013869         553R
USW00013870         562R
USW00013871         516C
USW00013872         463C
USW00013873         515S
USW00013874         532R
USW00013876         527S
USW00013877         441C
USW00013878         601S
USW00013880         556C
USW00013881         488C
USW00013882         501S
USW00013883         524C
USW00013884         532R
USW00013886         506R
USW00013889         578S
USW00013891         488S
USW00013893         536C
USW00013894         570C
USW00013895         537S
USW00013896         507S
USW00013897         490C
USW00013899         592C
USW00013904         549R
USW00013911         566R
USW00013920         433R
USW00013927         550R
USW00013932         470R
USW00013935         541R
USW00013939         528Q
USW00013942         542S
USW00013957         547C
USW00013958         590S
USW00013959         557S
USW00013960         574S
USW00013961         552R
USW00013962         529S
USW00013963         525S
USW00013964         506C
USW00013966         510S
USW00013967         508S
USW00013968         502C
USW00013969         475S
USW00013970         579S
USW00013971         472R
USW00013972         556R
USW00013973         524R
USW00013975         435S
USW00013976         596S
USW00013977         531R
USW00013978         523S
USW00013980         455S
USW00013981         465S
USW00013984         427C
USW00013985         426S
USW00013986         439R
USW00013987         477C
USW00013988         475S
USW00013989         444R
USW00013991         434R
USW00013993         424R
USW00013994         479S
USW00013995         455S
USW00013996         442S
USW00013997         446R
USW00014605         368S
USW00014606         340R
USW00014607         303C
USW00014609         293S
USW00014610         329R
USW00014611         358R
USW00014702         405R
USW00014707         422R
USW00014710         397R
USW00014711         443R
USW00014712         428R
USW00014717         365R
USW00014719         396R
USW00014732         482C
USW00014733         403S
USW00014734         466C
USW00014735         387S
USW00014736         399S
USW00014737         409S
USW00014739         441C
USW00014740         404C
USW00014742         366S
USW00014743         339S
USW00014745         348C
USW00014747         405R
USW00014748         352R
USW00014750         335C
USW00014751         438R
USW00014752         416R
USW00014753         405S
USW00014754         353R
USW00014755         207S
USW00014756         435R
USW00014757         385S
USW00014758         438Q
USW00014761         378R
USW00014762         431R
USW00014763         354R
USW00014764         372C
USW00014765         426C
USW00014768         393S
USW00014770         405R
USW00014771         390C
USW00014775         374R
USW00014777         401C
USW00014778         408C
USW00014787         435R
USW00014790         422R
USW00014792         441R
USW00014793         461R
USW00014794         417R
USW00014804         392S
USW00014806         413S
USW00014813         410R
USW00014814         365S
USW00014815         377S
USW00014817         333S
USW00014819         435C
USW00014820         433S
USW00014821         443S
USW00014822         428S
USW00014824         317R
USW00014825         416C
USW00014826         377C
USW00014827         406C
USW00014828         344S
USW00014829         394R
USW00014833         387S
USW00014835         424S
USW00014836         391C
USW00014837         369C
USW00014838         362S
USW00014839         401S
USW00014840         406C
USW00014841         304C
USW00014842         422S
USW00014845         383S
USW00014846         445S
USW00014847         329C
USW00014848         408C
USW00014850         362S
USW00014852         398C
USW00014853         385R
USW00014855         417R
USW00014858         319R
USW00014859         338R
USW00014860         421C
USW00014880         391R
USW00014891         403S
USW00014892         447R
USW00014894         426R
USW00014895         409C
USW00014897         338C
USW00014898         350C
USW00014910         328S
USW00014912         317R
USW00014913         305S
USW00014914         320C
USW00014916         289S
USW00014918         262S
USW00014919         303S
USW00014920         378S
USW00014921         358R
USW00014922         373S
USW00014923         408S
USW00014924         276S
USW00014925         362C
USW00014926         321C
USW00014927         384R
USW00014929         315S
USW00014931         431R
USW00014933         415S
USW00014935         393C
USW00014936         345C
USW00014937         404R
USW00014938         414R
USW00014939         399C
USW00014940         351C
USW00014941         379C
USW00014942         403S
USW00014943         373S
USW00014944         349S
USW00014945         405R
USW00014946         325S
USW00014950         400S
USW00014971         401R
USW00014972         347R
USW00014990         380S
USW00014991         344S
USW00014992         351C
USW00014995         317S
USW00021504         668C
USW00021510         718R
USW00021514         384Q
USW00021515         640Q
USW00022010         592S
USW00022016         525Q
USW00022501         680R
USW00022514         690R
USW00022516         674S
USW00022519         713R
USW00022521         709S
USW00022534         673S
USW00022536         704C
USW00022551         682R
USW00023007         494C
USW00023009         463R
USW00023023         504C
USW00023034         528S
USW00023040         498S
USW00023041         515S
USW00023042         470S
USW00023044         517S
USW00023047         438C
USW00023048         430R
USW00023049         370R
USW00023050         455S
USW00023051         403R
USW00023052         327R
USW00023054         348S
USW00023055         487R
USW00023058         494S
USW00023061         239S
USW00023062         364S
USW00023063         314R
USW00023064         407S
USW00023065         376C
USW00023066         397S
USW00023067         391S
USW00023070         366S
USW00023072         451S
USW00023078         451R
USW00023081         312S
USW00023090         380R
USW00023091         536R
USW00023110         469S
USW00023129         554R
USW00023130         533R
USW00023136         503R
USW00023152         518S
USW00023153         373S
USW00023154         285C
USW00023155         536S
USW00023156         487R
USW00023157         381S
USW00023158         595S
USW00023159         240R
USW00023160         558C
USW00023161         534S
USW00023162         321R
USW00023169         587S
USW00023170         387R
USW00023174         562C
USW00023176         347R
USW00023177         333R
USW00023179         619S
USW00023182         470R
USW00023183         635S
USW00023184         418S
USW00023185         400S
USW00023187         483S
USW00023188         575S
USW00023190         492R
USW00023191         537R
USW00023194         396S
USW00023195         630R
USW00023199         592Q
USW00023213         442R
USW00023225         453R
USW00023230         491R
USW00023232         484S
USW00023233         483S
USW00023234         506S
USW00023237         483C
USW00023239         533R
USW00023244         513R
USW00023254         491R
USW00023257         478R
USW00023258         513R
USW00023259         484R
USW00023271         509S
USW00023272         508S
USW00023273         465S
USW00023275         445R
USW00023277         465R
USW00023285         474R
USW00023293         506R
USW00023801         525Q
USW00023802         521Q
USW00023803         480Q
USW00023904         453Q
USW00023906         606Q
USW00023907         564Q
USW00023908         450Q
USW00023909         419Q
USW00024011         309S
USW00024012         303S
USW00024013         317S
USW00024015         366S
USW00024017         320R
USW00024018         343S
USW00024020         360S
USW00024021         321C
USW00024022         275C
USW00024023         345S
USW00024024         338R
USW00024025         356S
USW00024027         317S
USW00024028         341S
USW00024029         309C
USW00024030         361R
USW00024032         344S
USW00024033         368C
USW00024036         306S
USW00024037         336S
USW00024044         311R
USW00024046         256R
USW00024048         315R
USW00024057         295S
USW00024061         317R
USW00024062         301S
USW00024088         313R
USW00024089         314S
USW00024090         339S
USW00024091         371R
USW00024110         385R
USW00024112         354Q
USW00024119         368R
USW00024120         298C
USW00024121         312S
USW00024126         408R
USW00024127         417S
USW00024128         327C
USW00024130         302S
USW00024131         413C
USW00024132         305S
USW00024133         349S
USW00024135         259S
USW00024137         297S
USW00024138         299R
USW00024139         283S
USW00024141         397S
USW00024143         321C
USW00024144         327S
USW00024145         311R
USW00024148         392Q
USW00024149         425C
USW00024150         315S
USW00024151         323R
USW00024152         292R
USW00024153         337S
USW00024154         313R
USW00024155         413C
USW00024156         333S
USW00024157         386C
USW00024159         347S
USW00024160         438R
USW00024162         371R
USW00024163         402R
USW00024164         204R
USW00024172         357R
USW00024193         416S
USW00024213         461S
USW00024215         365R
USW00024216         503S
USW00024217         419S
USW00024219         437S
USW00024220         386R
USW00024221         416S
USW00024222         448R
USW00024225         432R
USW00024227         406C
USW00024229         457S
USW00024230         322S
USW00024231         449R
USW00024232         425S
USW00024233         450C
USW00024234         457R
USW00024235         407R
USW00024237         347R
USW00024241         400R
USW00024242         433R
USW00024243         363S
USW00024255         431S
USW00024257         495R
USW00024259         371R
USW00024281         458R
USW00024283         438R
USW00024284         456S
USW00024285         449R
USW00024286         457R
USW00025308         413C
USW00025309         362S
USW00025322         339R
USW00025323         353R
USW00025325         393R
USW00025329         368R
USW00025331         287R
USW00025333         406S
USW00025335         363R
USW00025339         337S
USW00025367         392R
USW00025501         355S
USW00025503         269C
USW00025506         293S
USW00025507         321S
USW00025516         332R
USW00025624         340C
USW00025628         325R
USW00025704         365P
USW00025713         313C
USW00026401         292R
USW00026409         301R
USW00026410         321S
USW00026411         174C
USW00026412         127S
USW00026415         206S
USW00026422         142S
USW00026425         180S
USW00026435         169R
USW00026438         351S
USW00026442         330C
USW00026451         304C
USW00026491         324R
USW00026492         298R
USW00026494         226Q
USW00026502         152R
USW00026508          18R
USW00026510         178S
USW00026512         180Q
USW00026514         236R
USW00026523         275S
USW00026528         271S
USW00026529         154S
USW00026533         142C
USW00026615         238C
USW00026616         170C
USW00026617         207C
USW00026618         165R
USW00026642         148R
USW00027406          52P
USW00027502          63S
USW00027503          91P
USW00027515          70P
USW00045715         368P
USW00053119         483R
USW00053120         452R
USW00053121         508R
USW00053123         572R
USW00053131         555Q
USW00053132         447Q
USW00053136         493Q
USW00053138         371Q
USW00053139         649Q
USW00053144         458Q
USW00053149         399Q
USW00053150         430Q
USW00053151         529Q
USW00053152         490Q
USW00053154         585Q
USW00053155         372Q
USW00053802         435R
USW00053819         495R
USW00053820         531R
USW00053838         516R
USW00053841         445R
USW00053842         445R
USW00053843         559Q
USW00053844         418R
USW00053847         571Q
USW00053848         575Q
USW00053850         526R
USW00053852         498R
USW00053853         614R
USW00053854         531R
USW00053855         421R
USW00053858         558R
USW00053859         434R
USW00053860         594R
USW00053862         562R
USW00053863         516R
USW00053864         528R
USW00053865         566R
USW00053866         427R
USW00053867         540R
USW00053868         484R
USW00053869         506R
USW00053870         486R
USW00053871         492R
USW00053872         501R
USW00053873         483R
USW00053874         502R
USW00053877         416Q
USW00053878         429Q
USW00053879         447Q
USW00053901         454R
USW00053902         563R
USW00053903         580R
USW00053904         450R
USW00053905         551R
USW00053907         551R
USW00053908         485R
USW00053909         538R
USW00053910         572R
USW00053911         549R
USW00053912         559R
USW00053913         500R
USW00053914         528R
USW00053915         588R
USW00053916         424R
USW00053917         637R
USW00053918         483R
USW00053919         532S
USW00053920         497R
USW00053921         490R
USW00053922         450R
USW00053925         497Q
USW00053926         476Q
USW00053927         465Q
USW00053959         507Q
USW00053960         578Q
USW00053961         502Q
USW00053968         551Q
USW00053974         428Q
USW00053988         552Q
USW00054704         370R
USW00054728         289R
USW00054733         391R
USW00054734         391R
USW00054737         424R
USW00054740         344R
USW00054742         341S
USW00054743         424R
USW00054756         351R
USW00054757         364R
USW00054767         389R
USW00054768         364R
USW00054769         394R
USW00054770         351R
USW00054771         318R
USW00054772         317R
USW00054773         375R
USW00054777         391R
USW00054778         392R
USW00054779         400Q
USW00054780         459R
USW00054781         355R
USW00054782         427R
USW00054785         406Q
USW00054786         429R
USW00054787         450R
USW00054788         399R
USW00054789         375R
USW00054790         428R
USW00054791         369R
USW00054792         378R
USW00054793         385R
USW00054794         366Q
USW00054795         360Q
USW00054796         397Q
USW00054797         390Q
USW00054808         406Q
USW00054810         309Q
USW00054811         376Q
USW00054813         346Q
USW00054851         416Q
USW00054854         337Q
USW00054902         386Q
USW00054903         347Q
USW00054932         305Q
USW00054933         318Q
USW00054937         302Q
USW00063826         522Q
USW00063828         534Q
