AQW00061705         863C
USC00452007         571S
USC00452030         620R
USC00452157         576S
USC00452384         553Q
USC00452505         600S
USC00452531         626S
USC00452542         628R
USC00452548         572S
USC00452563         613R
USC00452675         607S
USC00452914         588S
USC00453177         600R
USC00453184         600S
USC00453222         606R
USC00453226         610R
USC00453284         610R
USC00453320         578S
USC00453333         619S
USC00453515         586S
USC00453529         612R
USC00453546         626S
USC00453730         527S
USC00453826         575R
USC00453883         652S
USC00454154         656S
USC00454169         618S
USC00454338         632S
USC00454486         591S
USC00454572         614S
USC00454679         621S
USC00454748         569S
USC00454764         541S
USC00454769         623S
USC00455133         560S
USC00455224         594S
USC00455231         640R
USC00455326         616R
USC00455525         606S
USC00455659         595R
USC00455678         595R
USC00455688         621R
USC00455704         581S
USC00455840         576S
USC00455844         564R
USC00455946         615S
USC00456011         619R
USC00456039         625S
USC00456096         583S
USC00456215         604R
USC00456262         604S
USC00456295         583S
USC00456534         573C
USC00456610         604S
USC00456624         550R
USC00456678         586S
USC00456747         654R
USC00456768         654R
USC00456789         584S
USC00456803         627R
USC00456846         613R
USC00456880         618S
USC00456898         467R
USC00456914         594C
USC00456974         561S
USC00457015         642S
USC00457059         603C
USC00457180         590S
USC00457185         569S
USC00457267         613S
USC00457319         582R
USC00457342         582R
USC00457507         598S
USC00457522         643R
USC00457544         576S
USC00457584         611R
USC00457657         570Q
USC00457696         622S
USC00457727         659R
USC00457773         599S
USC00457941         570R
USC00458034         607S
USC00458059         583S
USC00458207         662S
USC00458278         617R
USC00458520         612R
USC00458715         564S
USC00458773         622S
USC00458959         648S
USC00459012         559R
USC00459058         597R
USC00459074         626S
USC00459079         628R
USC00459200         649S
USC00459238         583S
USC00459376         596S
USC00459455         644Q
USC00459463         638R
USC00460102         652Q
USC00460202         650R
USC00460355         620R
USC00460509         578R
USC00460527         577S
USC00460580         599S
USC00460633         628R
USC00460925         624R
USC00460939         647R
USC00461215         611S
USC00461220         638S
USC00461290         627Q
USC00461324         627S
USC00461330         646R
USC00461393         591R
USC00461397         562R
USC00461579         656R
USC00461677         633S
USC00461723         662R
USC00461900         571Q
USC00462054         645R
USC00462211         545Q
USC00462462         649Q
USC00462522         636R
USC00462697         657Q
USC00462709         651R
USC00462920         638S
USC00463072         590R
USC00463215         651R
USC00463251         600Q
USC00463361         654S
USC00463464         576R
USC00463544         660S
USC00463648         651Q
USC00463798         625R
USC00463846         679S
USC00463940         644Q
USC00464200         652S
USC00464397         671R
USC00464763         645R
USC00464840         647R
USC00464956         618R
USC00464971         582Q
USC00465224         619S
USC00465353         680R
USC00465365         670S
USC00465453         639Q
USC00465563         670S
USC00465626         625S
USC00465672         624R
USC00465706         647Q
USC00465739         646R
USC00465875         572R
USC00465963         633S
USC00466163         655S
USC00466212         626S
USC00466248         639R
USC00466284         619Q
USC00466325         651R
USC00466442         616R
USC00466591         623S
USC00466600         639R
USC00466867         613S
USC00466912         663Q
USC00466952         664R
USC00466982         644Q
USC00466989         580R
USC00467018         614S
USC00467029         640S
USC00467372         641Q
USC00467513         591R
USC00467552         663S
USC00467649         600R
USC00467730         655S
USC00467785         619S
USC00467918         647R
USC00468051         602R
USC00468308         507S
USC00468351         638R
USC00468384         640S
USC00468522         642Q
USC00468589         648Q
USC00468614         613R
USC00468662         646R
USC00468777         580S
USC00468986         619R
USC00469011         645R
USC00469049         672Q
USC00469281         649S
USC00469333         639R
USC00469336         634R
USC00469436         642S
USC00469458         650R
USC00469482         633R
USC00469522         630S
USC00469610         689R
USC00469683         659S
USC00470045         578R
USC00470124         562S
USC00470175         534R
USC00470239         510R
USC00470265         545S
USC00470273         574S
USC00470287         582Q
USC00470308         559S
USC00470347         515Q
USC00470349         523R
USC00470382         535Q
USC00470516         570S
USC00470603         508R
USC00470645         561S
USC00470696         576S
USC00470742         557Q
USC00470773         538R
USC00470882         546S
USC00470904         539S
USC00470991         523R
USC00471044         543R
USC00471062         558Q
USC00471064         543R
USC00471078         575S
USC00471131         516R
USC00471205         561R
USC00471249         509R
USC00471280         543R
USC00471416         562S
USC00471568         551S
USC00471605         526Q
USC00471667         567Q
USC00471676         546S
USC00471840         557Q
USC00471847         524S
USC00471897         547R
USC00471923         521S
USC00471970         576R
USC00471978         529S
USC00472001         561R
USC00472055         536Q
USC00472165         578R
USC00472173         558R
USC00472240         514R
USC00472279         556Q
USC00472314         524R
USC00472556         555R
USC00472626         536Q
USC00472826         509R
USC00472839         540S
USC00472851         518Q
USC00472869         571S
USC00472889         528R
USC00472973         557Q
USC00473022         569R
USC00473038         576S
USC00473058         555S
USC00473116         540Q
USC00473174         523R
USC00473186         526S
USC00473268         544Q
USC00473271         549Q
USC00473332         491S
USC00473391         572Q
USC00473405         547S
USC00473453         552S
USC00473471         547R
USC00473511         556R
USC00473654         570S
USC00473661         548Q
USC00473698         532R
USC00473702         551Q
USC00473756         557S
USC00473800         505R
USC00473820         560Q
USC00474080         525S
USC00474108         572Q
USC00474174         555S
USC00474195         514R
USC00474373         537Q
USC00474391         541Q
USC00474457         592R
USC00474482         568S
USC00474523         523R
USC00474530         526Q
USC00474546         548S
USC00474582         495S
USC00474790         571Q
USC00474829         522R
USC00474894         539S
USC00474937         574S
USC00474953         515S
USC00475017         521S
USC00475091         533R
USC00475096         552Q
USC00475120         543S
USC00475164         545S
USC00475178         560S
USC00475189         572Q
USC00475255         521S
USC00475286         510S
USC00475335         551C
USC00475364         529S
USC00475474         579S
USC00475516         497S
USC00475525         519R
USC00475563         575S
USC00475573         583Q
USC00475581         558S
USC00475786         575S
USC00475808         539S
USC00475863         531R
USC00475932         549S
USC00476122         510R
USC00476200         565S
USC00476208         538S
USC00476330         552S
USC00476357         522S
USC00476380         571Q
USC00476398         510R
USC00476413         509R
USC00476510         532Q
USC00476646         567S
USC00476678         551S
USC00476718         568S
USC00476764         546S
USC00476772         505R
USC00476827         578S
USC00476838         570R
USC00476859         522S
USC00476922         545S
USC00476939         514R
USC00477052         572R
USC00477092         508S
USC00477113         524S
USC00477132         528S
USC00477142         505Q
USC00477158         572S
USC00477174         524S
USC00477209         542Q
USC00477226         547C
USC00477319         549R
USC00477349         532S
USC00477464         553S
USC00477480         495S
USC00477576         572Q
USC00477708         544C
USC00477725         561S
USC00477892         530S
USC00477964         557Q
USC00477997         566R
USC00478027         530S
USC00478110         539S
USC00478171         537S
USC00478190         526Q
USC00478229         571S
USC00478267         532S
USC00478316         564R
USC00478349         494S
USC00478376         535R
USC00478540         557Q
USC00478589         564S
USC00478672         513S
USC00478723         567R
USC00478827         530S
USC00478905         508S
USC00478910         569Q
USC00478919         560S
USC00478937         565R
USC00478951         554S
USC00479046         588R
USC00479050         563R
USC00479144         514R
USC00479190         568S
USC00479236         508R
USC00479304         514R
USC00479319         566S
USC00479335         566S
USC00480027         539R
USC00480080         613S
USC00480140         514R
USC00480270         618R
USC00480484         581S
USC00480540         602R
USC00480552         572S
USC00480603         524S
USC00480680         592Q
USC00480740         590S
USC00480761         576R
USC00480778         589S
USC00480865         506R
USC00480915         542R
USC00480951         532R
USC00481000         595R
USC00481131         596Q
USC00481165         575S
USC00481175         570R
USC00481220         461R
USC00481284         576R
USC00481547         615R
USC00481569         602Q
USC00481610         535R
USC00481676         588Q
USC00481730         603R
USC00481736         542R
USC00481775         597S
USC00481816         593S
USC00481840         588S
USC00481850         589S
USC00481855         589S
USC00481905         588S
USC00482054         509R
USC00482135         535Q
USC00482242         506R
USC00482375         472S
USC00482399         588Q
USC00482410         589R
USC00482415         600R
USC00482466         588S
USC00482580         594S
USC00482595         579R
USC00482680         577R
USC00482685         602R
USC00482715         549R
USC00482725         615S
USC00482881         603R
USC00482995         559S
USC00483031         579S
USC00483045         575R
USC00483100         554R
USC00483396         543S
USC00483582         546R
USC00483855         592S
USC00483936         610Q
USC00483950         609R
USC00484065         602R
USC00484080         604R
USC00484411         590S
USC00484442         582R
USC00484760         585R
USC00484910         548S
USC00484925         564R
USC00485055         606S
USC00485088         596R
USC00485105         523S
USC00485252         550R
USC00485260         646S
USC00485345         464S
USC00485374         615Q
USC00485392         599Q
USC00485435         557R
USC00485506         601S
USC00485612         628Q
USC00485770         582S
USC00485830         581R
USC00485833         615Q
USC00486120         553R
USC00486195         604R
USC00486428         527R
USC00486440         514S
USC00486555         558R
USC00486595         580R
USC00486660         608S
USC00486845         492S
USC00486852         625R
USC00487031         540Q
USC00487105         572Q
USC00487115         587R
USC00487200         608S
USC00487240         611R
USC00487260         518S
USC00487376         586R
USC00487388         586S
USC00487528         565Q
USC00487548         587R
USC00487555         618S
USC00487760         592S
USC00487810         579R
USC00487836         566Q
USC00487847         590Q
USC00487885         587Q
USC00487955         554R
USC00487990         573R
USC00488070         559R
USC00488124         602R
USC00488160         600S
USC00488192         505S
USC00488209         612Q
USC00488315         500R
USC00488385         506R
USC00488626         556Q
USC00488705         587R
USC00488758         543S
USC00488808         573R
USC00488852         613S
USC00488858         584S
USC00488875         656R
USC00488884         595Q
USC00488888         597R
USC00488995         637R
USC00488997         594R
USC00489025         527S
USC00489205         588S
USC00489208         555Q
USC00489459         559R
USC00489467         576R
USC00489580         609R
USC00489604         665R
USC00489615         642S
USC00489770         603S
USC00489805         577R
USC00489902         511Q
USC00489905         522R
USC00489925         654S
USC00500243         451S
USC00500247         456Q
USC00500275         440R
USC00500281         437Q
USC00500284         436Q
USC00500302         446R
USC00500363         450R
USC00500464         487S
USC00500490         386Q
USC00500657         517R
USC00500707         456R
USC00500788         471S
USC00501175         456Q
USC00501180         450Q
USC00501220         445Q
USC00501240         449S
USC00501243         376R
USC00501244         377Q
USC00501466         340R
USC00501492         305R
USC00501497         240Q
USC00501684         326R
USC00501926         410R
USC00501987         334Q
USC00502019         386R
USC00502107         382S
USC00502112         390S
USC00502126         180P
USC00502144         475R
USC00502149         464S
USC00502173         476R
USC00502227         515R
USC00502339         389R
USC00502350         385R
USC00502352         390R
USC00502457         403R
USC00502568         389R
USC00502587         461S
USC00502642         457Q
USC00502645         447Q
USC00502656         454R
USC00502707         374S
USC00502711         366Q
USC00502737         453Q
USC00502785         470R
USC00502868         360Q
USC00502870         380Q
USC00502871         382R
USC00502965         372R
USC00502970         388R
USC00503009         402R
USC00503160         378Q
USC00503163         437R
USC00503181         388Q
USC00503196         452Q
USC00503198         485R
USC00503212         355R
USC00503275         399R
USC00503294         477R
USC00503299         399S
USC00503304         391R
USC00503502         469R
USC00503504         461R
USC00503573         439R
USC00503585         394R
USC00503672         436S
USC00503682         460R
USC00503695         491R
USC00503720         449R
USC00503933         452R
USC00504094         491R
USC00504425         430R
USC00504550         440R
USC00504567         410Q
USC00504621         373R
USC00504812         466S
USC00504971         389Q
USC00504991         461Q
USC00505051         308R
USC00505136         189S
USC00505397         377R
USC00505464         443R
USC00505516         404Q
USC00505519         497S
USC00505604         456S
USC00505644         375Q
USC00505733         452S
USC00505757         414R
USC00505778         379R
USC00505880         369R
USC00505883         436R
USC00505894         459R
USC00506147         345S
USC00506581         375S
USC00506777         402R
USC00506853         454R
USC00506870         457R
USC00507097         363R
USC00507141         483R
USC00507352         456R
USC00507444         443R
USC00507502         440Q
USC00507513         346R
USC00507557         507R
USC00507570         448S
USC00507738         462R
USC00507780         182R
USC00507783         390R
USC00508140         381R
USC00508183         452R
USC00508375         461R
USC00508377         438R
USC00508409         397Q
USC00508470         405R
USC00508547         383R
USC00508594         357R
USC00508615         440Q
USC00508625         372R
USC00508884         426Q
USC00508915         459S
USC00508945         367R
USC00509313         372S
USC00509385         387R
USC00509460         457R
USC00509489         414R
USC00509641         390S
USC00509685         435Q
USC00509747         465Q
USC00509759         467R
USC00509790         433S
USC00509829         457R
USC00509861         426R
USC00509869         335R
USC00509891         373Q
USC00509919         501S
USC00510305         826R
USC00510746         752Q
USC00511004         628C
USC00511125         802R
USC00511303         703S
USC00511339         774Q
USC00511918         840S
USC00512558         753P
USC00512679         751R
USC00512751         773Q
USC00513099         669S
USC00513113         801R
USC00513117         829R
USC00513146         786Q
USC00513317         819R
USC00513911         847R
USC00514459         776R
USC00514500         806R
USC00514561         803Q
USC00515000         722S
USC00515004         714S
USC00515011         636R
USC00515177         851R
USC00515275         797R
USC00515710         830Q
USC00515758         826R
USC00515842         843S
USC00515864         833Q
USC00516128         786S
USC00516198         547R
USC00516588         795R
USC00517000         804R
USC00517131         791R
USC00517150         792Q
USC00517166         770S
USC00517312         789Q
USC00518055         824Q
USC00518155         799Q
USC00518165         816R
USC00518407         825R
USC00518422         813S
USC00518500         792R
USC00518549         809Q
USC00518600         819S
USC00518652         770R
USC00518830         837R
USC00518838         792R
USC00519281         802Q
USC00519397         846S
USC00519523         817S
USC00519603         836S
USC00519629         838R
USW00003013         690R
USW00003016         632R
USW00003017         647R
USW00003024         723R
USW00003026         644R
USW00003027         630R
USW00003028         680R
USW00003029         648Q
USW00003030         711R
USW00003031         776R
USW00003032         795R
USW00003047         786Q
USW00003048         724Q
USW00003054         732Q
USW00003055         701Q
USW00003060         526Q
USW00003061         562Q
USW00003062         546Q
USW00003063         688Q
USW00003067         667Q
USW00003072         768Q
USW00003074         766Q
USW00003102         778R
USW00003103         609R
USW00003104         890S
USW00003122         713R
USW00003124         771Q
USW00003125         881S
USW00003131         719R
USW00003144         882R
USW00003145         883R
USW00003154         739R
USW00003159         771R
USW00003160         763R
USW00003162         699R
USW00003164         770S
USW00003166         753R
USW00003167         715R
USW00003170         622R
USW00003171         788R
USW00003177         685R
USW00003178         719R
USW00003179         786R
USW00003184         840R
USW00003192         847Q
USW00003195         632R
USW00003196         803R
USW00003728         738Q
USW00003733         553Q
USW00003739         666Q
USW00003749         603Q
USW00003757         670Q
USW00003758         696Q
USW00003759         646Q
USW00003761         618Q
USW00003802         630R
USW00003804         644R
USW00003809         702R
USW00003810         693S
USW00003811         711S
USW00003812         668C
USW00003813         765S
USW00003816         685S
USW00003818         787R
USW00003820         769C
USW00003822         774C
USW00003841         697S
USW00003847         658S
USW00003849         675S
USW00003853         783R
USW00003855         759S
USW00003856         729C
USW00003859         634S
USW00003860         661S
USW00003866         758S
USW00003868         632R
USW00003870         722S
USW00003872         613S
USW00003878         764Q
USW00003881         744S
USW00003882         780R
USW00003887         628R
USW00003888         725R
USW00003889         660C
USW00003893         638R
USW00003894         690Q
USW00003901         765R
USW00003902         791Q
USW00003904         792S
USW00003919         674S
USW00003927         766S
USW00003928         680C
USW00003931         774Q
USW00003932         718R
USW00003933         775Q
USW00003935         679S
USW00003936         665R
USW00003937         781S
USW00003940         756C
USW00003945         648S
USW00003947         647C
USW00003949         771Q
USW00003950         755R
USW00003951         763S
USW00003952         720S
USW00003953         701R
USW00003954         712R
USW00003957         699R
USW00003959         705S
USW00003960         663R
USW00003962         736R
USW00003963         669R
USW00003965         716R
USW00003966         664R
USW00003967         648R
USW00003969         759S
USW00003971         762R
USW00003974         677R
USW00003975         686R
USW00003981         754R
USW00003991         761R
USW00003994         664R
USW00003996         759R
USW00003997         665R
USW00003998         685R
USW00003999         772R
USW00004109         627R
USW00004110         596R
USW00004111         528R
USW00004112         510R
USW00004113         655R
USW00004114         570R
USW00004125         651Q
USW00004126         546Q
USW00004127         615Q
USW00004128         588Q
USW00004130         509Q
USW00004131         512Q
USW00004134         665Q
USW00004136         581Q
USW00004137         537Q
USW00004138         596Q
USW00004139         543Q
USW00004140         549Q
USW00004141         594Q
USW00004201         627R
USW00004222         722Q
USW00004223         589Q
USW00004236         625Q
USW00004237         580Q
USW00004724         571Q
USW00004725         545S
USW00004726         558R
USW00004751         545S
USW00004780         597R
USW00004781         603S
USW00004787         564R
USW00004789         603R
USW00004803         515R
USW00004804         619R
USW00004808         587R
USW00004826         549R
USW00004836         470R
USW00004838         586R
USW00004839         585R
USW00004840         561R
USW00004841         544R
USW00004842         600R
USW00004843         566R
USW00004845         568R
USW00004846         590R
USW00004847         586R
USW00004848         597R
USW00004849         592R
USW00004850         607R
USW00004851         596R
USW00004852         622R
USW00004853         594R
USW00004854         519R
USW00004855         602R
USW00004857         584R
USW00004858         617R
USW00004990         555Q
USW00004994         494Q
USW00012812         844R
USW00012815         828C
USW00012816         800S
USW00012818         821R
USW00012819         820R
USW00012832         781S
USW00012833         806R
USW00012834         801C
USW00012835         847R
USW00012836         825R
USW00012838         819S
USW00012839         843S
USW00012841         824R
USW00012842         817S
USW00012843         819R
USW00012844         830S
USW00012849         839R
USW00012850         831S
USW00012854         827R
USW00012859         816R
USW00012871         818R
USW00012873         819R
USW00012876         831R
USW00012882         842R
USW00012883         852R
USW00012884         769R
USW00012885         835R
USW00012888         841R
USW00012894         843R
USW00012895         824R
USW00012896         838R
USW00012897         841Q
USW00012904         846R
USW00012912         808S
USW00012916         782S
USW00012917         784R
USW00012918         790S
USW00012919         836S
USW00012921         803S
USW00012923         773R
USW00012924         816S
USW00012925         835R
USW00012926         795S
USW00012928         834S
USW00012930         795S
USW00012932         839R
USW00012935         785S
USW00012944         764R
USW00012947         841R
USW00012957         824R
USW00012958         777S
USW00012959         859R
USW00012960         797S
USW00012962         804S
USW00012968         764Q
USW00012970         808R
USW00012971         803R
USW00012972         802R
USW00012975         785R
USW00012976         788R
USW00012977         792Q
USW00012987         850Q
USW00013301         623Q
USW00013701         643R
USW00013702         682R
USW00013713         726R
USW00013714         731R
USW00013721         663R
USW00013722         717C
USW00013723         692C
USW00013724         616S
USW00013728         685R
USW00013729         617S
USW00013733         671S
USW00013734         636S
USW00013735         639C
USW00013736         627S
USW00013737         683S
USW00013739         647C
USW00013740         696C
USW00013741         673S
USW00013743         668S
USW00013744         746C
USW00013745         706R
USW00013748         741C
USW00013750         691R
USW00013752         648Q
USW00013754         727S
USW00013762         705Q
USW00013764         658R
USW00013766         703R
USW00013769         691S
USW00013773         667R
USW00013776         739R
USW00013777         699R
USW00013779         654R
USW00013781         641C
USW00013782         729S
USW00013786         703R
USW00013802         687S
USW00013809         661R
USW00013810         666R
USW00013833         777R
USW00013837         751R
USW00013838         767R
USW00013839         779Q
USW00013841         622R
USW00013861         787R
USW00013865         758S
USW00013866         657S
USW00013867         654S
USW00013869         785R
USW00013870         783R
USW00013871         734C
USW00013872         667C
USW00013873         737S
USW00013874         719S
USW00013876         739S
USW00013877         673C
USW00013878         761S
USW00013880         762S
USW00013881         709S
USW00013882         717S
USW00013883         755C
USW00013884         783R
USW00013886         704R
USW00013889         793S
USW00013891         696S
USW00013893         725C
USW00013894         775C
USW00013895         765C
USW00013896         725S
USW00013897         698C
USW00013899         766S
USW00013904         798R
USW00013911         774R
USW00013920         657R
USW00013927         756R
USW00013932         688R
USW00013935         778R
USW00013939         739Q
USW00013942         774C
USW00013957         767C
USW00013958         798S
USW00013959         779S
USW00013960         770S
USW00013961         763R
USW00013962         762C
USW00013963         729S
USW00013964         728C
USW00013966         758S
USW00013967         722C
USW00013968         714C
USW00013969         702S
USW00013970         790S
USW00013971         686R
USW00013972         752R
USW00013973         786R
USW00013975         713S
USW00013976         789S
USW00013977         747R
USW00013978         748S
USW00013980         691S
USW00013981         673S
USW00013984         650C
USW00013985         682C
USW00013986         680R
USW00013987         693C
USW00013988         660S
USW00013989         668R
USW00013991         642S
USW00013993         643R
USW00013994         662S
USW00013995         671S
USW00013996         661S
USW00013997         656R
USW00014605         547S
USW00014606         547R
USW00014607         494C
USW00014609         514S
USW00014610         525R
USW00014611         559R
USW00014702         595R
USW00014707         587R
USW00014710         587R
USW00014711         623R
USW00014712         625R
USW00014717         564R
USW00014719         599R
USW00014732         629C
USW00014733         564S
USW00014734         632S
USW00014735         579S
USW00014736         589S
USW00014737         614S
USW00014739         588C
USW00014740         608C
USW00014742         553S
USW00014743         541S
USW00014745         580C
USW00014747         575R
USW00014748         585R
USW00014750         563C
USW00014751         626R
USW00014752         608S
USW00014753         578C
USW00014754         557R
USW00014755         341S
USW00014756         565R
USW00014757         611S
USW00014758         607Q
USW00014761         557R
USW00014762         605R
USW00014763         553R
USW00014764         558C
USW00014765         607C
USW00014768         572C
USW00014770         629R
USW00014771         577C
USW00014775         593R
USW00014777         588S
USW00014778         602S
USW00014787         592R
USW00014790         619R
USW00014792         629R
USW00014793         627R
USW00014794         588R
USW00014804         567S
USW00014806         627S
USW00014813         593R
USW00014814         527S
USW00014815         588C
USW00014817         540S
USW00014819         594C
USW00014820         596C
USW00014821         626C
USW00014822         579S
USW00014824         516R
USW00014825         602C
USW00014826         571S
USW00014827         603C
USW00014828         568S
USW00014829         589R
USW00014833         580S
USW00014835         619S
USW00014836         575C
USW00014837         560C
USW00014838         503S
USW00014839         556S
USW00014840         565C
USW00014841         533C
USW00014842         615C
USW00014845         565S
USW00014846         582S
USW00014847         506C
USW00014848         588S
USW00014850         547S
USW00014852         584C
USW00014853         585R
USW00014855         594R
USW00014858         490R
USW00014859         514R
USW00014860         577S
USW00014880         565R
USW00014891         588S
USW00014892         607R
USW00014894         605R
USW00014895         589S
USW00014897         532C
USW00014898         536C
USW00014910         517S
USW00014912         502R
USW00014913         488S
USW00014914         527C
USW00014916         511S
USW00014918         488S
USW00014919         527C
USW00014920         570S
USW00014921         573R
USW00014922         553S
USW00014923         607S
USW00014924         482C
USW00014925         547C
USW00014926         537C
USW00014927         558R
USW00014929         546S
USW00014931         628R
USW00014933         604S
USW00014935         624C
USW00014936         575C
USW00014937         596R
USW00014938         616R
USW00014939         633C
USW00014940         561C
USW00014941         606C
USW00014942         619S
USW00014943         599S
USW00014944         566C
USW00014945         618R
USW00014946         536S
USW00014950         606S
USW00014971         629R
USW00014972         571R
USW00014990         584S
USW00014991         552C
USW00014992         554C
USW00014995         539S
USW00021504         809C
USW00021510         841R
USW00021514         540Q
USW00021515         773Q
USW00022010         817S
USW00022016         802Q
USW00022501         834R
USW00022514         859R
USW00022516         843C
USW00022519         807R
USW00022521         844S
USW00022534         816S
USW00022536         812C
USW00022551         851R
USW00023007         756C
USW00023009         755C
USW00023023         774C
USW00023034         782S
USW00023040         803S
USW00023041         770S
USW00023042         743S
USW00023044         775S
USW00023047         710S
USW00023048         729R
USW00023049         669R
USW00023050         688S
USW00023051         679R
USW00023052         655R
USW00023054         638S
USW00023055         712R
USW00023058         790S
USW00023061         592S
USW00023062         641S
USW00023063         579R
USW00023064         679S
USW00023065         651C
USW00023066         656S
USW00023067         688S
USW00023070         670S
USW00023072         734C
USW00023078         769R
USW00023081         662S
USW00023090         675R
USW00023091         797R
USW00023110         768S
USW00023129         741S
USW00023130         770R
USW00023136         706R
USW00023152         764S
USW00023153         670S
USW00023154         614C
USW00023155         769S
USW00023156         784R
USW00023157         750S
USW00023158         878S
USW00023159         567R
USW00023160         831S
USW00023161         814S
USW00023162         664C
USW00023169         801C
USW00023170         718S
USW00023174         690C
USW00023176         658R
USW00023177         674R
USW00023179         865S
USW00023182         769R
USW00023183         867S
USW00023184         699S
USW00023185         676S
USW00023187         646S
USW00023188         697S
USW00023190         688S
USW00023191         670R
USW00023194         723S
USW00023195         890R
USW00023199         882Q
USW00023213         711R
USW00023225         583R
USW00023230         659R
USW00023232         736R
USW00023233         677S
USW00023234         658S
USW00023237         744S
USW00023239         674R
USW00023244         694R
USW00023254         722R
USW00023257         747R
USW00023258         761S
USW00023259         641R
USW00023271         745S
USW00023272         639R
USW00023273         686S
USW00023275         730R
USW00023277         680R
USW00023285         719R
USW00023293         724R
USW00023801         757Q
USW00023802         756Q
USW00023803         711Q
USW00023904         698Q
USW00023906         788Q
USW00023907         774Q
USW00023908         674Q
USW00023909         662Q
USW00024011         550S
USW00024012         549C
USW00024013         525S
USW00024015         628S
USW00024017         627R
USW00024018         586C
USW00024020         634S
USW00024021         580S
USW00024022         545S
USW00024023         631S
USW00024024         612R
USW00024025         592S
USW00024027         553S
USW00024028         636S
USW00024029         595C
USW00024030         644R
USW00024032         616S
USW00024033         595C
USW00024036         556S
USW00024037         585S
USW00024044         619R
USW00024046         579R
USW00024048         596R
USW00024057         555S
USW00024061         578R
USW00024062         597S
USW00024088         570R
USW00024089         593C
USW00024090         604S
USW00024091         647R
USW00024110         626R
USW00024112         606Q
USW00024119         672R
USW00024120         617S
USW00024121         622C
USW00024126         616R
USW00024127         639S
USW00024128         657C
USW00024130         587S
USW00024131         636C
USW00024132         601R
USW00024133         595S
USW00024135         540S
USW00024137         544S
USW00024138         557R
USW00024139         578S
USW00024141         618S
USW00024143         572C
USW00024144         582C
USW00024145         574R
USW00024148         614Q
USW00024149         635S
USW00024150         581S
USW00024151         601S
USW00024152         554R
USW00024153         582S
USW00024154         446R
USW00024155         633C
USW00024156         594S
USW00024157         577C
USW00024159         605S
USW00024160         634R
USW00024162         647S
USW00024163         662R
USW00024164         526R
USW00024172         707R
USW00024193         619S
USW00024213         596S
USW00024215         639R
USW00024216         751S
USW00024217         578S
USW00024219         646S
USW00024220         622R
USW00024221         634C
USW00024222         576R
USW00024225         680R
USW00024227         605C
USW00024229         632S
USW00024230         622S
USW00024231         654R
USW00024232         636S
USW00024233         603C
USW00024234         606R
USW00024235         566R
USW00024237         484R
USW00024241         622R
USW00024242         631S
USW00024243         632S
USW00024255         565S
USW00024257         752R
USW00024259         658R
USW00024281         613R
USW00024283         585R
USW00024284         580S
USW00024285         582R
USW00024286         576R
USW00025308         519C
USW00025309         481S
USW00025322         484R
USW00025323         468R
USW00025325         509R
USW00025329         496R
USW00025331         448R
USW00025333         500S
USW00025335         475R
USW00025339         469S
USW00025367         518R
USW00025501         463C
USW00025503         434C
USW00025506         423S
USW00025507         454S
USW00025516         448R
USW00025624         436C
USW00025628         402R
USW00025704         457P
USW00025713         394C
USW00026401         434R
USW00026409         448R
USW00026410         473S
USW00026411         380C
USW00026412         343S
USW00026415         374S
USW00026422         369S
USW00026425         383S
USW00026435         376R
USW00026438         460S
USW00026442         450C
USW00026451         437C
USW00026491         461R
USW00026492         440R
USW00026494         382Q
USW00026502         352R
USW00026508         225R
USW00026510         369C
USW00026512         375Q
USW00026514         440S
USW00026523         449S
USW00026528         449S
USW00026529         356S
USW00026533         328C
USW00026615         376C
USW00026616         287C
USW00026617         342C
USW00026618         269R
USW00026642         283R
USW00027406         178P
USW00027502         173S
USW00027503         187P
USW00027515         201P
USW00045715         419P
USW00053119         762R
USW00053120         755R
USW00053121         704R
USW00053123         796R
USW00053131         829Q
USW00053132         755Q
USW00053136         752Q
USW00053138         592Q
USW00053139         881Q
USW00053144         791Q
USW00053149         621Q
USW00053150         564Q
USW00053151         765Q
USW00053152         664Q
USW00053154         871Q
USW00053155         648Q
USW00053802         626R
USW00053819         734R
USW00053820         771R
USW00053838         703R
USW00053841         661R
USW00053842         619R
USW00053843         780Q
USW00053844         639R
USW00053847         794Q
USW00053848         802Q
USW00053850         732R
USW00053852         721R
USW00053853         760R
USW00053854         756R
USW00053855         645R
USW00053858         780R
USW00053859         621R
USW00053860         783R
USW00053862         796R
USW00053863         719R
USW00053864         739R
USW00053865         777R
USW00053866         626R
USW00053867         757R
USW00053868         695R
USW00053869         703R
USW00053870         709R
USW00053871         720R
USW00053872         712R
USW00053873         720R
USW00053874         731R
USW00053877         659Q
USW00053878         657Q
USW00053879         648Q
USW00053901         681R
USW00053902         785R
USW00053903         787R
USW00053904         658R
USW00053905         759R
USW00053907         770R
USW00053908         718R
USW00053909         769R
USW00053910         791R
USW00053911         761R
USW00053912         770R
USW00053913         718R
USW00053914         756R
USW00053915         789R
USW00053916         636R
USW00053917         772R
USW00053918         695R
USW00053919         742S
USW00053920         732R
USW00053921         724R
USW00053922         681R
USW00053925         743Q
USW00053926         713Q
USW00053927         711Q
USW00053959         713Q
USW00053960         773Q
USW00053961         750Q
USW00053968         766Q
USW00053974         661Q
USW00053988         773Q
USW00054704         601R
USW00054728         532R
USW00054733         579R
USW00054734         594R
USW00054737         620R
USW00054740         563R
USW00054742         556S
USW00054743         620R
USW00054756         576R
